refseq_id	old_name
BB_RS04395	BB_H36a
BB_RS04405	BB_H37
BB_RS04410	BB_H40
BB_RS04415	BB_H41
BB_RS04995	BB_I01
BB_RS05000	BB_I0044%2CBB_I02
BB_RS05005	BB_I02b
BB_RS05010	BB_I06
BB_RS05025	BB_I12
BB_RS07835	BB_I15
BB_RS05035	BB_I16
BB_RS05040	BB_I19
BB_RS05045	BB_I20
BB_RS05050	BB_I21
BB_RS05055	BB_I22
BB_RS05060	BB_I26
BB_RS05065	BB_I28
BB_RS05070	BB_I29
BB_RS05075	BB_I31
BB_RS05080	BB_I34
BB_RS05085	BB_I36
BB_RS05090	BB_I38
BB_RS05095	BB_I39
BB_RS05100	BB_I40
BB_RS07845	BB_I41
BB_RS05110	BB_I42
BB_RS05115	BB_I43
BB_RS05845	BB_P01
BB_RS05850	BB_P02
BB_RS05855	BB_P03
BB_RS05860	BB_P04
BB_RS05865	BB_P05
BB_RS05870	BB_P06
BB_RS05875	BB_P07
BB_RS05880	BB_P08
BB_RS05885	BB_P09
BB_RS05890	BB_P10
BB_RS05895	BB_P11
BB_RS05900	BB_P12
BB_RS05905	BB_P13
BB_RS05910	BB_P14
BB_RS05915	BB_P15
BB_RS05920	BB_P16
BB_RS05925	BB_P17
BB_RS05930	BB_P18
BB_RS05935	BB_P19
BB_RS05940	BB_P20
BB_RS05945	BB_P21
BB_RS05950	BB_P22
BB_RS05955	BB_P23
BB_RS05960	BB_P24
BB_RS05965	BB_P25
BB_RS05970	BB_P26
BB_RS05975	BB_P27
BB_RS05980	BB_P28
BB_RS05985	BB_P29
BB_RS05990	BB_P30
BB_RS05995	BB_P31
BB_RS06000	BB_P32
BB_RS06005	BB_P33
BB_RS06010	BB_P34
BB_RS06015	BB_P35
BB_RS06020	BB_P36
BB_RS06025	BB_P37
BB_RS06030	BB_P38
BB_RS06035	BB_P39
BB_RS06040	BB_P40
BB_RS06045	BB_P41
BB_RS06050	BB_P42
BB_RS06055	BB_S01
BB_RS06060	BB_S02
BB_RS06065	BB_S03
BB_RS06070	BB_S04
BB_RS06075	BB_S05
BB_RS06080	BB_S06
BB_RS06085	BB_S07
BB_RS06090	BB_S08
BB_RS06095	BB_S09
BB_RS06100	BB_S10
BB_RS06105	BB_S11
BB_RS06110	BB_S12
BB_RS06115	BB_S13
BB_RS06120	BB_S14
BB_RS06125	BB_S15
BB_RS06130	BB_S16
BB_RS06135	BB_S17
BB_RS06140	BB_S18
BB_RS06145	BB_S19
BB_RS06150	BB_S20
BB_RS06155	BB_S21
BB_RS06160	BB_S22
BB_RS06165	BB_S23
BB_RS06170	BB_S24
BB_RS06175	BB_S25
BB_RS06180	BB_S26
BB_RS06185	BB_S27
BB_RS06190	BB_S29
BB_RS06195	BB_S30
BB_RS06200	BB_S31
BB_RS06205	BB_S33
BB_RS06210	BB_S34
BB_RS06215	BB_S35
BB_RS06220	BB_S36
BB_RS06225	BB_S37
BB_RS06230	BB_S38
BB_RS06235	BB_S39
BB_RS06240	BB_S40
BB_RS06245	BB_S41
BB_RS06250	BB_S42
BB_RS06260	BB_S44
BB_RS06265	BB_S45
BB_RS06270	BB_R01
BB_RS06275	BB_R02
BB_RS06280	BB_R03
BB_RS06285	BB_R04
BB_RS06290	BB_R05
BB_RS06295	BB_R06
BB_RS06300	BB_R07
BB_RS06305	BB_R08
BB_RS06310	BB_R09
BB_RS06315	BB_R10
BB_RS06320	BB_R11
BB_RS06325	BB_R12
BB_RS06330	BB_R13
BB_RS06335	BB_R14
BB_RS06340	BB_R15
BB_RS06345	BB_R16
BB_RS06350	BB_R17
BB_RS06355	BB_R18
BB_RS06360	BB_R19
BB_RS06365	BB_R20
BB_RS06370	BB_R21
BB_RS06375	BB_R22
BB_RS06380	BB_R23
BB_RS06385	BB_R24
BB_RS06390	BB_R25
BB_RS06395	BB_R26
BB_RS06400	BB_R27
BB_RS06405	BB_R28
BB_RS06410	BB_R29
BB_RS06415	BB_R31
BB_RS06420	BB_R32
BB_RS06425	BB_R33
BB_RS06430	BB_R34
BB_RS06435	BB_R35
BB_RS06440	BB_R36
BB_RS06445	BB_R37
BB_RS06450	BB_R38
BB_RS06460	BB_R41
BB_RS06465	BB_R42
BB_RS06470	BB_R43
BB_RS06475	BB_R44
BB_RS06480	BB_R45
BB_RS06485	BB_M01
BB_RS06490	BB_M02
BB_RS06495	BB_M03
BB_RS06500	BB_M04
BB_RS06505	BB_M05
BB_RS06510	BB_M06
BB_RS06515	BB_M07
BB_RS06520	BB_M08
BB_RS06525	BB_M09
BB_RS06530	BB_M10
BB_RS06535	BB_M11
BB_RS06540	BB_M12
BB_RS06545	BB_M13
BB_RS06550	BB_M14
BB_RS06555	BB_M15
BB_RS06560	BB_M16
BB_RS06565	BB_M17
BB_RS06570	BB_M18
BB_RS06575	BB_M19
BB_RS06580	BB_M20
BB_RS06585	BB_M21
BB_RS06590	BB_M22
BB_RS06595	BB_M23
BB_RS06600	BB_M24
BB_RS06605	BB_M25
BB_RS06610	BB_M26
BB_RS06615	BB_M27
BB_RS06620	BB_M28
BB_RS06625	BB_M29
BB_RS06630	BB_M30
BB_RS06635	BB_M31
BB_RS06640	BB_M32
BB_RS06645	BB_M33
BB_RS06650	BB_M34
BB_RS06655	BB_M35
BB_RS06660	BB_M36
BB_RS06665	BB_M37
BB_RS06670	BB_M38
BB_RS06675	BB_M39
BB_RS06680	BB_M41
BB_RS06685	BB_M42
BB_RS06690	BB_O01
BB_RS06695	BB_O02
BB_RS06700	BB_O03
BB_RS06705	BB_O04
BB_RS06710	BB_O05
BB_RS06715	BB_O06
BB_RS06720	BB_O07
BB_RS06725	BB_O08
BB_RS06730	BB_O09
BB_RS06735	BB_O10
BB_RS06740	BB_O11
BB_RS06745	BB_O12
BB_RS06750	BB_O13
BB_RS06755	BB_O14
BB_RS06760	BB_O15
BB_RS06765	BB_O16
BB_RS06770	BB_O17
BB_RS06775	BB_O18
BB_RS06780	BB_O19
BB_RS06785	BB_O20
BB_RS06790	BB_O21
BB_RS06795	BB_O22
BB_RS06800	BB_O23
BB_RS06805	BB_O24
BB_RS06810	BB_O25
BB_RS06815	BB_O26
BB_RS06820	BB_O27
BB_RS06825	BB_O28
BB_RS06830	BB_O29
BB_RS06835	BB_O30
BB_RS06840	BB_O31
BB_RS06845	BB_O32
BB_RS06850	BB_O33
BB_RS06855	BB_O34
BB_RS06860	BB_O36
BB_RS06865	BB_O37
BB_RS06870	BB_O38
BB_RS06875	BB_O39
BB_RS06880	BB_O40
BB_RS06885	BB_O42
BB_RS06890	BB_O43
BB_RS06895	BB_O44
BB_RS06900	BB_L01
BB_RS06905	BB_L02
BB_RS06910	BB_L03
BB_RS06915	BB_L04
BB_RS06920	BB_L05
BB_RS06925	BB_L06
BB_RS06930	BB_L07
BB_RS06935	BB_L08
BB_RS06940	BB_L09
BB_RS06945	BB_L10
BB_RS06950	BB_L11
BB_RS06955	BB_L12
BB_RS06960	BB_L13
BB_RS06965	BB_L14
BB_RS06970	BB_L15
BB_RS06975	BB_L16
BB_RS06980	BB_L17
BB_RS06985	BB_L18
BB_RS06990	BB_L19
BB_RS06995	BB_L20
BB_RS07000	BB_L21
BB_RS07005	BB_L22
BB_RS07010	BB_L23
BB_RS07015	BB_L24
BB_RS07020	BB_L25
BB_RS07025	BB_L26
BB_RS07030	BB_L27
BB_RS07035	BB_L28
BB_RS07040	BB_L29
BB_RS07045	BB_L30
BB_RS07050	BB_L31
BB_RS07055	BB_L32
BB_RS07060	BB_L34
BB_RS07065	BB_L35
BB_RS07070	BB_L36
BB_RS07075	BB_L37
BB_RS07080	BB_L38
BB_RS07085	BB_L39
BB_RS07090	BB_L40
BB_RS07095	BB_L41
BB_RS07100	BB_L42
BB_RS07105	BB_L43
BB_RS07110	BB_N01
BB_RS07115	BB_N02
BB_RS07120	BB_N03
BB_RS07125	BB_N04
BB_RS07130	BB_N05
BB_RS07135	BB_N06
BB_RS07140	BB_N07
BB_RS07145	BB_N08
BB_RS07150	BB_N09
BB_RS07155	BB_N10
BB_RS07160	BB_N11
BB_RS07165	BB_N12
BB_RS07170	BB_N13
BB_RS07175	BB_N14
BB_RS07180	BB_N15
BB_RS07190	BB_N16
BB_RS07195	BB_N17
BB_RS07200	BB_N18
BB_RS07205	BB_N19
BB_RS07210	BB_N20
BB_RS07215	BB_N21
BB_RS07220	BB_N22
BB_RS07225	BB_N23
BB_RS07230	BB_N24
BB_RS07235	BB_N25
BB_RS07240	BB_N26
BB_RS07245	BB_N27
BB_RS07250	BB_N28
BB_RS07255	BB_N29
BB_RS07260	BB_N30
BB_RS07265	BB_N31
BB_RS07270	BB_N32
BB_RS07275	BB_N33
BB_RS07280	BB_N34
BB_RS07285	BB_N35
BB_RS07290	BB_N36
BB_RS07295	BB_N37
BB_RS07300	BB_N38
BB_RS07305	BB_N39
BB_RS07310	BB_N41
BB_RS07315	BB_N42
BB_RS07320	BB_N43
BB_RS04835	BB_K01
BB_RS04840	BB_K02a
BB_RS04845	BB_K07
BB_RS04850	BB_K09
BB_RS04855	BB_K10
BB_RS04860	BB_K12
BB_RS04865	BB_K13
BB_RS04870	BB_K15
BB_RS04875	BB_K17
BB_RS04880	BB_K19
BB_RS04885	BB_K21
BB_RS04890	BB_K22
BB_RS04895	BB_K23
BB_RS04900	BB_K24
BB_RS04905	BB_K54
BB_RS04915	BB_K32
BB_RS07750	BB_K35
BB_RS04920	BB_K37
BB_RS04925	BB_K0058
BB_RS04930	BB_K39
BB_RS04935	BB_K40
BB_RS04940	BB_K41
BB_RS04945	BB_K42
BB_RS04950	BB_K45
BB_RS04955	BB_K46
BB_RS04960	BB_K47
BB_RS04965	BB_K48
BB_RS04970	BB_K49
BB_RS04975	BB_K50
BB_RS04980	BB_K52
BB_RS04985	BB_K53
BB_RS04690	BB_J08
BB_RS04695	BB_J09
BB_RS04700	BB_J10
BB_RS04705	BB_J13
BB_RS04710	BB_J16
BB_RS04715	BB_J17
BB_RS04720	BB_J18
BB_RS04725	BB_J19
BB_RS04730	BB_J23
BB_RS04735	BB_J24
BB_RS04740	BB_J25
BB_RS04745	BB_J26
BB_RS04750	BB_J27
BB_RS04755	BB_J28
BB_RS04760	BB_J29
BB_RS04765	BB_J31
BB_RS04770	BB_J34
BB_RS04775	BB_J36
BB_RS04785	BB_J41
BB_RS04790	BB_J43
BB_RS04795	BB_J45
BB_RS04800	BB_J46
BB_RS04805	BB_J47
BB_RS04810	BB_J48
BB_RS04815	BB_J50
BB_RS05120	BB_A01
BB_RS05125	BB_A03
BB_RS05130	BB_A04
BB_RS05135	BB_A05
BB_RS05140	BB_A07
BB_RS05145	BB_A08
BB_RS05150	BB_A09
BB_RS05155	BB_A10
BB_RS05160	BB_A11
BB_RS05165	BB_A12
BB_RS05170	BB_A13
BB_RS05175	BB_A14
BB_RS05180	BB_A15
BB_RS05185	BB_A16
BB_RS05190	BB_A18
BB_RS05195	BB_A19
BB_RS05200	BB_A20
BB_RS05205	BB_A21
BB_RS07755	BB_A22
BB_RS05210	BB_A23
BB_RS05215	BB_A24
BB_RS05220	BB_A25
BB_RS05230	BB_A30
BB_RS05235	BB_A31
BB_RS05240	BB_A33
BB_RS05245	BB_A34
BB_RS05250	BB_A36
BB_RS05255	BB_A37
BB_RS05260	BB_A38
BB_RS05265	BB_A39
BB_RS05270	BB_A40
BB_RS05275	BB_A41
BB_RS05280	BB_A42
BB_RS05285	BB_A43
BB_RS05290	BB_A44
BB_RS05295	BB_A45
BB_RS05300	BB_A46
BB_RS05305	BB_A47
BB_RS05310	BB_A48
BB_RS05315	BB_A49
BB_RS05320	BB_A50
BB_RS05325	BB_A51
BB_RS05330	BB_A52
BB_RS05335	BB_A53
BB_RS05340	BB_A54
BB_RS05345	BB_A55
BB_RS05350	BB_A56
BB_RS05355	BB_A57
BB_RS05360	BB_A59
BB_RS05365	BB_A60
BB_RS05370	BB_A61
BB_RS05375	BB_A62
BB_RS05380	BB_A64
BB_RS05385	BB_A65
BB_RS05390	BB_A66
BB_RS05395	BB_A68
BB_RS05400	BB_A69
BB_RS05405	BB_A70
BB_RS05420	BB_A73
BB_RS05425	BB_A74
BB_RS05430	BB_A76
BB_RS07410	BB_Q01
BB_RS07415	BB_Q03
BB_RS07420	BB_Q04
BB_RS07425	BB_Q05
BB_RS07430	BB_Q06
BB_RS07435	BB_Q07
BB_RS07440	BB_Q08
BB_RS07445	BB_Q09
BB_RS07455	BB_Q11
BB_RS07460	BB_Q12
BB_RS07465	BB_Q13
BB_RS07470	BB_Q14
BB_RS07475	BB_Q15
BB_RS07480	BB_Q16
BB_RS07485	BB_Q17
BB_RS07490	BB_Q18
BB_RS07495	BB_Q19
BB_RS07500	BB_Q20
BB_RS07505	BB_Q21
BB_RS07510	BB_Q22
BB_RS07515	BB_Q23
BB_RS07520	BB_Q24
BB_RS07525	BB_Q25
BB_RS07530	BB_Q26
BB_RS07535	BB_Q27
BB_RS07540	BB_Q28
BB_RS07545	BB_Q29
BB_RS07550	BB_Q30
BB_RS07555	BB_Q31
BB_RS07560	BB_Q32
BB_RS07565	BB_Q33
BB_RS07570	BB_Q34
BB_RS07575	BB_Q35
BB_RS07580	BB_Q37
BB_RS07585	BB_Q38
BB_RS07590	BB_Q39
BB_RS07595	BB_Q40
BB_RS07600	BB_Q41
BB_RS07605	BB_Q42
BB_RS07610	BB_Q43
BB_RS07615	BB_Q44
BB_RS07620	BB_Q45
BB_RS07625	BB_Q47
BB_RS07630	BB_Q48
BB_RS07635	BB_Q49
BB_RS07640	BB_Q50
BB_RS07645	BB_Q51
BB_RS07650	BB_Q52
BB_RS07655	BB_Q53
BB_RS07660	BB_Q54
BB_RS07665	BB_Q55
BB_RS07895	BB_Q57
BB_RS07675	BB_Q59
BB_RS07685	BB_Q65
BB_RS07690	BB_Q67
BB_RS07705	BB_Q80
BB_RS07710	BB_Q82
BB_RS07720	BB_Q85
BB_RS07730	BB_Q88
