273	MC123	29	unknown	Skin	US	WI	unknown	L	pacbio	L	Bbis
274	UMA5	36	2.0	unknown	US	Nantucket	unknown	L	illumina	N	AT13
275	UNY148	4	2.0	unknown	US	NY	unknown	L	illumina	H	AT8
276	MC105	32	unknown	Skin	US	WI	unknown	L	pacbio	H	AT8
277	UMA10	797	1.0	unknown	US	Nantuchet	unknown	L	illumina	B	AT2
278	UCT110	3	2.0	unknown	US	CT	unknown	D	illumina	K	AT11
279	URI37	59	1.0	unknown	US	RI	unknown	L	illumina	B	AT2
280	URI52	16	3.0	unknown	US	RI	unknown	L	illumina	I	AT9
281	UMA1	3	2.0	unknown	US	Nantucket	unknown	L	illumina	K	AT11
282	URI107	1	1.0	unknown	US	RI	unknown	D	illumina	A	AT1
283	UNY212	3	2.0	unknown	US	NY	unknown	D	illumina	K	AT11
284	ESI308	20	1.0	unknown	EU	Slovenia	unknown	unknown	illumina	B	AT2
285	BL546	4	2.0	unknown	US	NY	unknown	D	pacbio	H	AT8
286	UCT92	3	2.0	unknown	US	CT	unknown	L	illumina	K	AT11
287	UCT35	14	3.0	unknown	US	CT	unknown	L	illumina	G	AT7
288	URI59	14	3.0	unknown	US	RI	unknown	L	illumina	G	AT7
289	UWI262	51	3.0	unknown	US	WI	unknown	L	illumina	D	unknown
290	B247	3	2.0	Skin	US	NY	BL146	D	pacbio	K	AT11
291	UCT104	3	2.0	unknown	US	CT	unknown	D	illumina	K	AT11
292	URI41	1	1.0	unknown	US	RI	unknown	L	illumina	A	AT1
293	UMA7	36	2.0	unknown	US	Nantucket	unknown	L	illumina	N	AT13
294	UCT73	3	2.0	unknown	US	CT	unknown	D	illumina	K	AT11
295	URI63	1	1.0	unknown	US	RI	unknown	L	illumina	A	AT1
296	UCT76	3	2.0	unknown	US	CT	unknown	L	illumina	K	AT11
297	UNY181	3	2.0	unknown	US	NY	unknown	D	illumina	K	AT11
298	UCT113	4	2.0	unknown	US	CT	unknown	D	illumina	H	AT8
299	URI93	1	1.0	unknown	US	RI	unknown	D	illumina	A	AT1
