#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:Bbss_out_gbbins.filtered_polymorphic_sites" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:Bbss_out_gbbins.filtered_polymorphic_sites" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:Bbss_out_gbbins.filtered_polymorphic_sites" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.Bbss_out_gbbins.filtered_polymorphic_sites" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:Bbss_out_gbbins.filtered_polymorphic_sites" name="distribution" x="@birthRate.t:Bbss_out_gbbins.filtered_polymorphic_sites">
#            <Normal id="Normal.100" name="distr">
#                <parameter estimate="false" id="RealParameter.200" name="mean" spec="beast.core.parameter.RealParameter">0.0</parameter>
#                <parameter estimate="false" id="RealParameter.201" name="sigma" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Normal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Bbss_out_gbbins.filtered_polymorphic_sites" id="treeLikelihood.Bbss_out_gbbins.filtered_polymorphic_sites" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Bbss_out_gbbins.filtered_polymorphic_sites">
#            <siteModel id="SiteModel.s:Bbss_out_gbbins.filtered_polymorphic_sites" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:Bbss_out_gbbins.filtered_polymorphic_sites" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:Bbss_out_gbbins.filtered_polymorphic_sites" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Bbss_out_gbbins.filtered_polymorphic_sites" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:Bbss_out_gbbins.filtered_polymorphic_sites" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:Bbss_out_gbbins.filtered_polymorphic_sites" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:Bbss_out_gbbins.filtered_polymorphic_sites" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate
115000	-104295.12924429358	-104349.87768515639	54.74844086281445	-104349.87768515639	0.24703270015801848	76.1960702361338	6.407603427197205
116000	-104295.4860159932	-104349.7552240581	54.26920806489394	-104349.7552240581	0.2490099151886449	77.76258933381	6.719292036473989
117000	-104294.20522609391	-104348.28020759768	54.07498150377692	-104348.28020759768	0.24973116506628326	78.06168448245487	6.792313957036037
118000	-104302.79917672419	-104355.56937574338	52.77019901918783	-104355.56937574338	0.24762126024583136	81.34575431191973	7.437286704104829
119000	-104292.7489700871	-104347.48850036529	54.7395302781959	-104347.48850036529	0.24911721794401473	75.7467530033616	6.338498906201851
120000	-104287.72764192353	-104342.45874171432	54.73109979078833	-104342.45874171432	0.24663242488920914	76.00444250503513	6.38034547356836
121000	-104286.38864660957	-104341.18276097374	54.79411436416815	-104341.18276097374	0.24571166901590327	76.22332276192995	6.404727919991156
122000	-104283.1864132387	-104338.13446777726	54.948054538559944	-104338.13446777726	0.24655813274717545	73.10129284764335	5.870996470085591
123000	-104291.65684925154	-104346.56714073606	54.91029148452413	-104346.56714073606	0.24310535296338642	71.99341812004978	5.685804798323801
124000	-104296.84653256013	-104351.37487937258	54.52834681246007	-104351.37487937258	0.2491688620362741	76.54576220677593	6.495918235493915
125000	-104302.44607218012	-104356.55495461736	54.10888243724223	-104356.55495461736	0.24734451048540132	78.54023363873712	6.857464935133131
126000	-104299.74083545979	-104353.67056066025	53.92972520046736	-104353.67056066025	0.24403527372686698	67.87717728808903	5.104608418755937
127000	-104295.6624919139	-104350.59527679857	54.93278488467582	-104350.59527679857	0.24361171040100313	72.7250422261718	5.809185624214689
128000	-104291.7232974333	-104346.46366136435	54.74036393105632	-104346.46366136435	0.24560338989316507	71.18941180788036	5.573169536918712
129000	-104297.27666647268	-104352.20042952578	54.92376305309281	-104352.20042952578	0.24407339512236848	73.09470487497471	5.87401111484771
130000	-104288.72006745604	-104343.54032687294	54.820259416891176	-104343.54032687294	0.24657628687200536	75.51008860877415	6.288225609610124
131000	-104295.33809391106	-104350.17639764983	54.83830373876656	-104350.17639764983	0.24725594452113955	75.12412873373547	6.2236462723654595
132000	-104282.0390264734	-104334.68330552091	52.64427904750685	-104334.68330552091	0.24711089353755786	81.23472356870347	7.43928840521618
133000	-104283.33445337866	-104337.62248814036	54.288034761705994	-104337.62248814036	0.24835406204072946	78.00539786825513	6.752543901870533
134000	-104284.45272139541	-104339.0364249289	54.58370353348556	-104339.0364249289	0.2470576468625705	70.2213437518205	5.425624698618632
135000	-104288.09513505794	-104343.15233678686	55.057201728926856	-104343.15233678686	0.24512439827022128	73.97556265874974	5.999903731997407
136000	-104285.64702831955	-104340.49967635768	54.852648038122716	-104340.49967635768	0.24452347276473174	75.69808368620298	6.312922796118386
137000	-104288.26178281168	-104343.1363185635	54.87453575182447	-104343.1363185635	0.24574222598264162	73.84867048280815	6.00919232472701
138000	-104290.33187998447	-104344.41913762798	54.08725764350945	-104344.41913762798	0.24579532828492723	68.46766574368046	5.188731938916546
139000	-104286.51564496207	-104340.60732973997	54.09168477789726	-104340.60732973997	0.24571548741148588	78.81259653339475	6.899561322619405
140000	-104289.08387890374	-104343.70651186422	54.62263296048299	-104343.70651186422	0.24550236842195133	76.83100496534202	6.525248420045685
141000	-104292.14459181158	-104346.99901607733	54.85442426574656	-104346.99901607733	0.24586066472250073	75.27662047163346	6.245519621725999
142000	-104293.95187354818	-104348.00327569431	54.05140214612689	-104348.00327569431	0.24222810200062178	79.42522429700311	6.993551832605739
143000	-104294.58321011018	-104349.40542846448	54.822218354301036	-104349.40542846448	0.246575105144777	74.79521607553446	6.1731773323028305
144000	-104292.26641861188	-104347.20685082876	54.94043221688825	-104347.20685082876	0.24431805742245977	72.68702866862553	5.801320180533498
145000	-104293.32355102932	-104348.37957555753	55.05602452821476	-104348.37957555753	0.24422745690121855	74.51887149818253	6.089976754760743
146000	-104284.61602828	-104339.4208292779	54.804800997889046	-104339.4208292779	0.24960567925546404	73.29269179494212	5.927723384883676
147000	-104276.94055012931	-104331.71032968929	54.76977955997691	-104331.71032968929	0.24824293073581358	75.99922756174723	6.373462084074188
148000	-104286.24650977922	-104340.97934804732	54.7328382681024	-104340.97934804732	0.24956199126952333	75.27243868057352	6.2642895653484025
149000	-104282.35837375534	-104336.2223582763	53.86398452095658	-104336.2223582763	0.24628102621970632	67.53530387767245	5.050223920483368
150000	-104282.32843154564	-104337.21359150515	54.88515995951319	-104337.21359150515	0.24684721167393756	75.04766240206492	6.2037994663507705
151000	-104285.206965696	-104339.7707743614	54.56380866540753	-104339.7707743614	0.2477085830427076	76.75421109893283	6.522493986247994
152000	-104286.05910628971	-104340.83609863803	54.77699234831577	-104340.83609863803	0.25025272454267455	73.30369042671586	5.934266516629568
153000	-104287.57965112515	-104342.45878638547	54.87913526031436	-104342.45878638547	0.24664912614653714	72.40025473157779	5.762322611249522
154000	-104287.99029224539	-104340.31460108524	52.324308839845784	-104340.31460108524	0.24668074792532185	63.65165741399821	4.562545351215208
155000	-104283.62539225358	-104337.8493085282	54.22391627460718	-104337.8493085282	0.2470058619975958	78.28562462454312	6.80334767841998
156000	-104291.12893044505	-104344.16093065706	53.03200021201227	-104344.16093065706	0.24918053766936768	65.47927779369367	4.801736987482077
157000	-104289.60679855771	-104344.3333148676	54.726516309898685	-104344.3333148676	0.2480817971765687	75.92981743626413	6.369358302554626
158000	-104294.09751076302	-104345.74890985092	51.65139908790252	-104345.74890985092	0.24385637615961078	82.88599016694216	7.786610629257761
159000	-104292.02958699982	-104346.98206443082	54.95247743100468	-104346.98206443082	0.2440529654046372	74.68373839857551	6.1338931249845166
160000	-104290.9068147648	-104345.9115498052	55.004735040394785	-104345.9115498052	0.24522308385059868	73.35740162387098	5.9048671535050685
161000	-104293.1407173448	-104348.11124067102	54.97052332621544	-104348.11124067102	0.24529081821880877	74.68239676061259	6.130731587860045
162000	-104295.52532992017	-104350.38808084697	54.86275092679702	-104350.38808084697	0.24864921258364395	73.00997089305345	5.869971283243514
163000	-104304.96934659554	-104359.18591063227	54.21656403673176	-104359.18591063227	0.2440254308729123	68.30579753147248	5.132308439978261
164000	-104288.46212269431	-104342.48160219952	54.01947950521067	-104342.48160219952	0.2440254308729123	67.69950460958057	5.051947460369165
165000	-104284.6377841065	-104339.44723892795	54.80945482146352	-104339.44723892795	0.24716941519531285	76.11479637007533	6.385358723737787
166000	-104288.77580460557	-104342.62085923982	53.84505463424325	-104342.62085923982	0.2514182388229359	67.92226585722312	5.129965436486917
167000	-104284.78299221517	-104338.42046507368	53.637472858507245	-104338.42046507368	0.24558870974101354	66.87532183589444	4.9636499562685765
168000	-104292.32911232734	-104347.38706582943	55.057953502098705	-104347.38706582943	0.24256712702326594	74.7139449741733	6.121609745625724
169000	-104286.06176317653	-104340.91590699485	54.854143818322044	-104340.91590699485	0.2465641829188733	73.09875702112949	5.886539674478168
170000	-104285.16108653846	-104339.26612397475	54.10503743629333	-104339.26612397475	0.2436642410602801	68.2349666963547	5.140231653701359
171000	-104290.3436491566	-104343.70807755776	53.364428401169086	-104343.70807755776	0.24133512591671333	65.92155672571876	4.824560040323885
172000	-104291.75727143403	-104343.3253335233	51.56806208927044	-104343.3253335233	0.24442942765274328	82.86591691678468	7.794731078659426
173000	-104281.55496184267	-104335.64701998858	54.09205814590698	-104335.64701998858	0.24970060476016245	68.68332363355624	5.2292115953448635
174000	-104285.6036477336	-104340.45242086172	54.84877312811385	-104340.45242086172	0.24712827803887705	74.85662507580265	6.1788208283594255
175000	-104280.50148462674	-104335.50078512145	54.99930049469836	-104335.50078512145	0.24392384405432208	72.69653365471859	5.792804955600622
176000	-104286.62983871573	-104341.48171725024	54.8518785345037	-104341.48171725024	0.24431192804295096	76.13624972416277	6.382073747059711
177000	-104286.69144497142	-104341.39107835703	54.69963338560666	-104341.39107835703	0.24783268472737813	75.43789157083354	6.295922434722685
178000	-104298.3162496356	-104352.97623410891	54.65998447331515	-104352.97623410891	0.25291128543089175	74.30121667896114	6.119198259975128
179000	-104288.0322392803	-104342.73591540608	54.70367612577531	-104342.73591540608	0.24776476638513886	76.31031231621284	6.432370893726956
180000	-104291.91021445811	-104346.20560113086	54.2953866727453	-104346.20560113086	0.25257776486292716	76.87389867261071	6.581728263406312
181000	-104294.30275679304	-104349.15746993318	54.85471314014187	-104349.15746993318	0.24773780700787856	75.6516538777759	6.3052362690749915
182000	-104289.80960557722	-104344.40329242333	54.593686846109605	-104344.40329242333	0.24714987069040542	77.31069424834787	6.602737139858529
183000	-104288.10305978806	-104342.45278875029	54.349728962225896	-104342.45278875029	0.24810487884736837	77.69308875251758	6.696927841493741
184000	-104282.69743813973	-104337.75768847679	55.06025033706564	-104337.75768847679	0.2435378237263461	73.84432371147778	5.977480211796183
185000	-104282.5686171961	-104337.2561897693	54.68757257320223	-104337.2561897693	0.2483046999737246	75.36350951697682	6.286015973662478
186000	-104294.7035825173	-104349.56210292706	54.85852040975769	-104349.56210292706	0.2472382717231092	75.30573388797802	6.249523973074376
187000	-104287.34117078308	-104339.84361166769	52.50244088461246	-104339.84361166769	0.251221364614321	64.23151961429262	4.649761326450099
188000	-104285.39445349494	-104338.60446266529	53.21000917034587	-104338.60446266529	0.24723405781819102	65.61066662108517	4.792018138015471
189000	-104288.52087041987	-104343.3480178842	54.82714746432025	-104343.3480178842	0.24853406997544536	72.27654739941177	5.7498628508664185
190000	-104288.81741383253	-104341.77331186103	52.9558980285109	-104341.77331186103	0.24756844296516392	80.90464501958562	7.352524526701021
191000	-104285.90552647074	-104340.77087259201	54.865346121261894	-104340.77087259201	0.24633594989012547	71.78552782749435	5.657074009243256
192000	-104296.14650009453	-104346.56458118305	50.41808108851711	-104346.56458118305	0.24625686659960105	59.9701381540256	4.155266184567196
193000	-104296.85578357543	-104351.27749922615	54.42171565072067	-104351.27749922615	0.24529929942075968	77.53777983836034	6.662901118046851
194000	-104297.59899809065	-104352.17078401454	54.5717859239009	-104352.17078401454	0.24289572631736814	77.54478399687818	6.641394362597754
195000	-104290.04713113718	-104344.24669307325	54.199561936070026	-104344.24669307325	0.24671065363331834	68.78578419485356	5.22824707250506
196000	-104295.4925676771	-104349.07452565807	53.58195798098002	-104349.07452565807	0.24514013754628441	66.7508991337667	4.949747997541289
197000	-104283.4806396272	-104338.24702287883	54.76638325163083	-104338.24702287883	0.24736821519778993	71.6481830116182	5.650285165685481
198000	-104293.15306504295	-104347.9100880979	54.75702305494954	-104347.9100880979	0.2483667136872771	73.49843910958812	5.970339608671169
199000	-104278.61764294676	-104333.3373341774	54.719691230634666	-104333.3373341774	0.24680699420234026	71.12886966318335	5.56601112096338
200000	-104285.70953726565	-104340.58520329857	54.875666032925565	-104340.58520329857	0.24531263075979223	72.09460189702445	5.70964050197457
201000	-104294.79899732315	-104349.696596885	54.8975995618522	-104349.696596885	0.2443110972528703	76.16787845336513	6.379865258500097
202000	-104286.03440604328	-104340.46502622445	54.43062018116645	-104340.46502622445	0.24722917140752848	77.57661561014173	6.667391828259475
203000	-104293.5888157443	-104348.5132402627	54.924424518408784	-104348.5132402627	0.24722917140752848	72.73547165517203	5.8124192215563015
204000	-104290.27153523447	-104344.51796006644	54.24642483197357	-104344.51796006644	0.2491988126936246	69.14362602358818	5.287393054882517
205000	-104285.80903521263	-104340.75499995731	54.94596474467967	-104340.75499995731	0.2470388564849153	74.05230545266289	6.031152820942037
206000	-104286.51419394156	-104340.83660515212	54.322411210554954	-104340.83660515212	0.24889525613662863	69.39517203623559	5.32049288928685
207000	-104288.76766388513	-104343.76453030569	54.99686642056824	-104343.76453030569	0.24474774149708242	75.22681424004475	6.214661581497714
208000	-104283.24939431218	-104337.48460159052	54.23520727833645	-104337.48460159052	0.24966328442036007	69.12078078479792	5.2851934634896365
209000	-104282.88731758438	-104337.73685191793	54.84953433355179	-104337.73685191793	0.24669690148446735	74.24639723260626	6.079132235089116
210000	-104288.23766479427	-104342.09105752915	53.85339273487622	-104342.09105752915	0.2490644600601741	78.4951457058993	6.8880787506848975
211000	-104295.34764531777	-104350.42535703586	55.07771171808655	-104350.42535703586	0.24008762083857058	75.76223681340045	6.287382056485708
212000	-104301.0210685011	-104355.18620422103	54.16513571993075	-104355.18620422103	0.24977932247384194	69.07996043559176	5.290725126569388
213000	-104296.51826106975	-104351.28370263707	54.76544156731008	-104351.28370263707	0.24977932247384194	72.50204442504638	5.799597283351945
214000	-104290.11171337262	-104344.2711039817	54.15939060907753	-104344.2711039817	0.24848688630905258	68.6721406010558	5.214175190530828
215000	-104295.0539989966	-104348.86555002027	53.81155102366438	-104348.86555002027	0.24623107541077222	79.26872227939019	7.005459688346103
216000	-104289.15486229047	-104343.19208672974	54.03722443927486	-104343.19208672974	0.24597973212633203	79.26145704691362	6.972129384117034
217000	-104290.22742442085	-104345.21730010469	54.98987568383754	-104345.21730010469	0.24520291021706656	75.93066024863224	6.328008538488238
218000	-104287.42918321647	-104342.03340499553	54.60422177905715	-104342.03340499553	0.25254337676454175	75.16240410781619	6.267255187967754
219000	-104283.84069008248	-104338.79045206323	54.94976198074562	-104338.79045206323	0.24844697271568505	73.53895174343441	5.944787839693544
220000	-104289.43717375299	-104341.71128951717	52.274115764183776	-104341.71128951717	0.24667912902884986	81.80632252791861	7.564822302014788
221000	-104279.39758124905	-104334.02125210583	54.6236708567732	-104334.02125210583	0.247543234502605	70.82267904854893	5.528122585213006
222000	-104285.68683096819	-104337.14066667503	51.453835706830894	-104337.14066667503	0.24796813331425552	82.4688265693422	7.758357085015697
223000	-104288.75453800964	-104339.99183956704	51.23730155739127	-104339.99183956704	0.24659070655532003	82.96229805575157	7.849338566421458
224000	-104287.99647571926	-104342.22581707883	54.229341359564074	-104342.22581707883	0.2474816356652359	77.88116586902522	6.742831152602959
225000	-104291.26698386637	-104345.84981246926	54.58282860288625	-104345.84981246926	0.2474003578829534	77.19583733531717	6.586967466023532
226000	-104295.91157462013	-104350.77826387524	54.86668925510993	-104350.77826387524	0.24496969673092528	76.64647412772497	6.459233133957987
227000	-104285.92887666814	-104340.03065406808	54.10177739993774	-104340.03065406808	0.24822461135225218	78.64734167751246	6.874100049369378
228000	-104286.98643197534	-104341.58258632413	54.59615434879194	-104341.58258632413	0.24822461135225218	70.34956339772147	5.446920325417815
229000	-104289.44393617018	-104344.44182998166	54.997893811474974	-104344.44182998166	0.24705374952058984	72.50274045529565	5.75949791398799
230000	-104288.19423033803	-104342.17165370818	53.977423370139746	-104342.17165370818	0.24793399497865778	78.98998487610214	6.941703389335751
231000	-104287.15462316747	-104341.93019898425	54.77557581677725	-104341.93019898425	0.2498991709022679	75.86481420610832	6.351425014298193
232000	-104292.40147206966	-104347.32726192598	54.925789856315866	-104347.32726192598	0.24658246107931703	76.23408449002031	6.38582118454624
233000	-104287.14084908621	-104342.01236613958	54.87151705336153	-104342.01236613958	0.24900503804355584	75.0548035176557	6.207148770746437
234000	-104303.96276179896	-104358.72377872479	54.76101692583026	-104358.72377872479	0.2489794574586109	76.03050731526605	6.379741665025491
235000	-104290.4076802923	-104345.26470202721	54.85702173491528	-104345.26470202721	0.2500332202754571	73.25345373916828	5.912274261407081
236000	-104285.8430604865	-104340.48398230784	54.64092182133841	-104340.48398230784	0.2454840465742145	70.11750005516548	5.395857614989929
237000	-104288.00000523006	-104341.66639455255	53.666389322488016	-104341.66639455255	0.24727571237062282	66.81546116718404	4.945732162479354
238000	-104290.62108407005	-104345.18436095404	54.56327688398595	-104345.18436095404	0.24980158200952857	76.07100642672152	6.416976080605397
239000	-104289.98498609725	-104344.26723228968	54.28224619243427	-104344.26723228968	0.247074426927856	69.10998292285674	5.274238939831566
240000	-104288.11261723842	-104342.7387951281	54.62617788966992	-104342.7387951281	0.25031889398816126	75.22629176783218	6.273942196889862
241000	-104281.58838959117	-104336.55702285626	54.968633265092166	-104336.55702285626	0.2441025330050445	73.02824844487361	5.855028035214993
242000	-104284.98949716148	-104339.34307247338	54.353575311892	-104339.34307247338	0.24873568817986294	77.32026099640609	6.640443833255336
243000	-104284.24616826884	-104339.16659931726	54.92043104841849	-104339.16659931726	0.24757058113565977	72.91543656339535	5.8439827141722755
244000	-104283.00495715858	-104337.96326242358	54.95830526499288	-104337.96326242358	0.24838474909655842	73.697840875053	5.970024635938356
245000	-104296.6546816445	-104350.30620710197	53.65152545745711	-104350.30620710197	0.24966610460861455	67.12708949043963	5.011312303135347
246000	-104291.20384746144	-104345.52398906392	54.32014160248234	-104345.52398906392	0.2475026086859621	69.2271993033875	5.289256879316883
247000	-104285.81437117932	-104340.00751356309	54.19314238376248	-104340.00751356309	0.25023594022887935	68.94670054794835	5.260155821072453
248000	-104284.54533716645	-104338.33665748684	53.79132032039446	-104338.33665748684	0.2457206268886272	79.35688965585953	7.020916008935074
249000	-104301.28103930803	-104354.06973808848	52.788698780454574	-104354.06973808848	0.25284307638869824	65.02403139401054	4.757393000447049
250000	-104300.48311745256	-104352.3773317645	51.894214311940786	-104352.3773317645	0.2454295335277866	82.64210502740498	7.723852948141817
251000	-104295.78538106648	-104349.7426581269	53.95727706041546	-104349.7426581269	0.24650451646429808	78.98833874700662	6.944367955888641
252000	-104296.9182292346	-104351.68089030377	54.762661069184915	-104351.68089030377	0.2486774828376211	71.55308638613225	5.63409030522988
253000	-104296.07513274826	-104350.87401904493	54.79888629666963	-104350.87401904493	0.24639646940839804	71.38358752878452	5.597457047429701
254000	-104290.38430957378	-104344.37222428454	53.98791471075355	-104344.37222428454	0.24846039340653786	78.66019015384511	6.892508528814003
255000	-104290.5709361454	-104345.6104789946	55.039542849192856	-104345.6104789946	0.24358089456225326	72.76411554596785	5.797522602555392
256000	-104290.52397958812	-104344.12645065582	53.60247106770534	-104344.12645065582	0.24837156639753855	79.71544054211857	7.098454894018635
257000	-104285.57690129489	-104340.54408854562	54.967187250738434	-104340.54408854562	0.2473064368750391	74.26989485460629	6.063624175468526
258000	-104296.12584095677	-104350.308869971	54.18302901424501	-104350.308869971	0.24646102449157398	78.34872144701544	6.818614800612475
259000	-104286.56813546323	-104341.47987011052	54.91173464728828	-104341.47987011052	0.24742432202230757	74.45532350754702	6.103220514950131
260000	-104286.96956788663	-104341.87335143011	54.903783543479676	-104341.87335143011	0.24346731760181645	75.93699522769786	6.342597756599975
261000	-104288.98098967756	-104343.50526928685	54.524279609287156	-104343.50526928685	0.24506116028354633	77.66848631622537	6.667123543738115
262000	-104287.643907459	-104342.1039950215	54.46008756249867	-104342.1039950215	0.2423895953819478	77.86564907586981	6.706209507637898
263000	-104285.79794668834	-104340.33205491547	54.534108227132585	-104340.33205491547	0.2469813600266377	70.33116127687758	5.454927041957633
264000	-104289.92967848398	-104344.78667382702	54.85699534304685	-104344.78667382702	0.2472958930173045	73.73853457237891	5.993763541570086
265000	-104295.17606016423	-104350.34638001365	55.170319849417396	-104350.34638001365	0.24259491945479134	74.2055978827307	6.01935868678859
266000	-104289.1190479331	-104343.85324735817	54.73419942507029	-104343.85324735817	0.2498697652863541	72.10254402588357	5.735748611577849
267000	-104298.43846668552	-104353.35410210233	54.91563541681218	-104353.35410210233	0.24477437882826458	72.34145269710784	5.745759957932629
268000	-104288.64512632306	-104343.68273465494	55.03760833188044	-104343.68273465494	0.24275171257117964	74.21930256166075	6.0436339559201695
269000	-104286.62373732658	-104340.69267021772	54.0689328911368	-104340.69267021772	0.24466373694637267	78.93317721544676	6.920304298382447
270000	-104287.34306740413	-104342.25815109728	54.915083693145235	-104342.25815109728	0.24642045879390767	73.45267783813694	5.936102359593714
271000	-104287.60751862252	-104342.68342480583	55.075906183304426	-104342.68342480583	0.2435287204411811	73.61809953513301	5.93687709467257
272000	-104285.46322398582	-104340.00809283147	54.54486884564587	-104340.00809283147	0.24506797592877752	69.90613657392014	5.374444937864671
273000	-104280.86539464505	-104335.45389772257	54.58850307751834	-104335.45389772257	0.24625597817058636	77.17422515798138	6.582823641456357
274000	-104292.2220727716	-104346.97914969368	54.75707692208052	-104346.97914969368	0.2455854284222103	70.873055287662	5.513082591867603
275000	-104284.61314918709	-104339.22089082253	54.607741635431154	-104339.22089082253	0.24916671713967442	70.67727235944795	5.504651158940434
276000	-104285.30567993091	-104340.11675156726	54.81107163634444	-104340.11675156726	0.2479677544531971	75.9542757391414	6.35991596950656
277000	-104294.53337217038	-104349.26259715518	54.729224984796105	-104349.26259715518	0.24958112701495944	75.67953329417338	6.329513374055324
278000	-104300.41267487784	-104355.32155886838	54.90888399054912	-104355.32155886838	0.2456105963907438	75.9585575163633	6.345192667304832
279000	-104293.93055174245	-104347.65943758811	53.728885845653565	-104347.65943758811	0.2489183421484985	79.06105874120588	6.987593915268352
280000	-104293.18321459428	-104347.59751453629	54.41429994201606	-104347.59751453629	0.24747597959399886	77.43795307579634	6.649017160539685
281000	-104292.9187897172	-104347.6464707998	54.72768108259558	-104347.6464707998	0.24890932085066372	75.58355131978297	6.314575473297111
282000	-104300.85505918658	-104354.6347703476	53.77971116102512	-104354.6347703476	0.24462264302276698	79.40824606972447	7.029878572990386
283000	-104310.1332466353	-104364.75060383017	54.61735719486099	-104364.75060383017	0.24187276828672294	69.95921117413585	5.370831489829146
284000	-104295.93745775243	-104350.621975755	54.68451800257175	-104350.621975755	0.2486606005073441	71.67547353702507	5.669570883452934
285000	-104294.38773195745	-104349.20595903312	54.81822707567276	-104349.20595903312	0.24671785247702718	71.42989183430828	5.602272079331893
286000	-104291.66556077857	-104346.54538133598	54.87982055741375	-104346.54538133598	0.24724296822210953	75.55105252089056	6.285267445426986
287000	-104293.87902319257	-104348.21103046293	54.33200727036031	-104348.21103046293	0.25033455611834643	77.40538536303426	6.656491502205839
288000	-104292.35142098955	-104347.0000487979	54.64862780835146	-104347.0000487979	0.24886077766503706	76.11221145608783	6.4100928409082645
289000	-104289.98704895806	-104345.08368969602	55.09664073796231	-104345.08368969602	0.245135018522699	73.575425684606	5.926187039478085
290000	-104297.46471312465	-104352.16876029609	54.704047171446746	-104352.16876029609	0.24981372783134523	71.5511209378134	5.644135936201745
291000	-104299.35339677543	-104354.17323232727	54.819835551835894	-104354.17323232727	0.24596119166786884	71.47801753125569	5.610569212872278
292000	-104297.03494502859	-104350.83626262688	53.80131759829258	-104350.83626262688	0.2505282227561636	79.17989834041047	6.994232225042749
293000	-104287.04387162595	-104341.64676412201	54.60289249605219	-104341.64676412201	0.2486811655313172	70.67460405137028	5.505047324431175
294000	-104288.87189835028	-104343.44061307101	54.56871472072921	-104343.44061307101	0.24654916875185443	76.61240009132773	6.499961051790056
295000	-104290.0040171386	-104343.98201326535	53.97799612675202	-104343.98201326535	0.247913557624472	68.18584375216902	5.155367900007201
296000	-104286.5948301134	-104340.0502624577	53.455432344306246	-104340.0502624577	0.24489805688671018	66.32933962798054	4.8897788805772455
297000	-104285.11585543661	-104337.7389189214	52.623063484783486	-104337.7389189214	0.245911436197388	81.4292680755303	7.468234872785153
298000	-104288.22207020043	-104341.77866807571	53.556597875282606	-104341.77866807571	0.24732773525510537	66.62812381845846	4.93002787212632
299000	-104288.33474522318	-104341.8452089816	53.51046375841543	-104341.8452089816	0.2458786369267051	79.80628027581963	7.124167036812026
300000	-104290.94858932198	-104345.61880463248	54.67021531050511	-104345.61880463248	0.2495078153479854	71.35136459687806	5.614661299342691
301000	-104296.65260144783	-104351.66567029075	55.013068842924326	-104351.66567029075	0.2437832143618686	72.4260594849949	5.743527158265363
302000	-104290.01722922234	-104344.96813677865	54.95090755631335	-104344.96813677865	0.24555279423673243	75.3618031379667	6.243709962586134
303000	-104294.03708434175	-104347.49305003398	53.45596569223523	-104347.49305003398	0.24581535482339625	66.40546540011704	4.9052137924207
304000	-104288.50160590837	-104343.15421374116	54.65260783278788	-104343.15421374116	0.2452104388691507	70.51632166633075	5.467133673203573
305000	-104289.8194182661	-104344.57242994777	54.75301168167249	-104344.57242994777	0.2477586414586158	71.87642889121501	5.692886557158476
306000	-104284.93943762097	-104339.79556288359	54.85612526263024	-104339.79556288359	0.2429865567900575	71.34496289135089	5.580304489096625
307000	-104289.03871526614	-104344.04654572181	55.007830455664546	-104344.04654572181	0.24303017397502907	74.01385498982727	6.014496820343004
308000	-104290.17451186023	-104344.61003793153	54.435526071305524	-104344.61003793153	0.24479665193063774	77.42526245388044	6.643914185082501
309000	-104289.14556687765	-104343.88163349102	54.73606661337355	-104343.88163349102	0.250403491050883	75.34698023529538	6.275663325691899
310000	-104290.51549331174	-104345.26002649713	54.74453318538576	-104345.26002649713	0.2468844313191786	70.99241891714581	5.536957142430376
311000	-104291.70210360498	-104346.52500718091	54.822903575935136	-104346.52500718091	0.24897208124259257	72.86307942446055	5.851706984345806
312000	-104285.91673395688	-104340.77863216128	54.86189820439239	-104340.77863216128	0.24643228772784206	71.92709738542915	5.682650903906043
313000	-104291.15415333201	-104346.16450690768	55.010353575664084	-104346.16450690768	0.24690398802611613	72.33559587082028	5.72822900414282
